ID,Name,Category,Type,Destination,Area,Price,Rating,Description
254,Mountain Nest 147,Homestay,Stay,Darjeeling,Mall Road,5271 INR,4.9,Homestay in Darjeeling with great experience
255,Food Valley 626,Restaurant,Food,Kalimpong,City Center,379 INR,3.4,Restaurant in Kalimpong with great experience
256,Winter Hub 50,Clothing Store,Shopping,Gangtok,City Center,,4.1,Clothing Store in Gangtok with great experience
257,Hilltop Cafe 774,Cafe,Food,Darjeeling,Tea Garden,673 INR,4.9,Cafe in Darjeeling with great experience
258,Mountain Nest 563,Homestay,Stay,Darjeeling,Forest Area,7131 INR,4.6,Homestay in Darjeeling with great experience
259,Mountain Brew 400,Cafe,Food,Lava,Forest Area,319 INR,3.9,Cafe in Lava with great experience
260,Winter Hub 755,Clothing Store,Shopping,Gangtok,City Center,,4.9,Clothing Store in Gangtok with great experience
261,Pahari Homestay 544,Homestay,Stay,Darjeeling,Tea Garden,1096 INR,5.0,Homestay in Darjeeling with great experience
262,Spice Route 660,Restaurant,Food,Gangtok,Mall Road,214 INR,3.5,Restaurant in Gangtok with great experience
263,Trekking 133,Activity,Experience,Gangtok,MG Marg,,4.4,Activity in Gangtok with great experience
264,Taste of Hills 504,Restaurant,Food,Kalimpong,Forest Area,135 INR,4.4,Restaurant in Kalimpong with great experience
265,Mountain Brew 318,Cafe,Food,Gangtok,MG Marg,699 INR,4.1,Cafe in Gangtok with great experience
266,Taste of Hills 947,Restaurant,Food,Darjeeling,Mall Road,863 INR,4.4,Restaurant in Darjeeling with great experience
267,Cloud9 Cafe 962,Cafe,Food,Gangtok,Mall Road,589 INR,3.5,Cafe in Gangtok with great experience
268,Spice Route 796,Restaurant,Food,Darjeeling,Mall Road,266 INR,4.3,Restaurant in Darjeeling with great experience
269,Pahari Homestay 819,Homestay,Stay,Darjeeling,Tea Garden,2960 INR,4.3,Homestay in Darjeeling with great experience
270,Hill Stay Inn 476,Hotel,Stay,Kurseong,Tea Garden,1756 INR,4.8,Hotel in Kurseong with great experience
271,Mountain Style 406,Clothing Store,Shopping,Kurseong,Hill View,,3.7,Clothing Store in Kurseong with great experience
272,Mountain Brew 650,Cafe,Food,Kalimpong,Forest Area,583 INR,3.2,Cafe in Kalimpong with great experience
273,Hill Stay Inn 36,Hotel,Stay,Dooars,City Center,1042 INR,4.2,Hotel in Dooars with great experience
274,Himalayan Dine 559,Restaurant,Food,Darjeeling,Tea Garden,599 INR,4.5,Restaurant in Darjeeling with great experience
275,Skyline Hotel 843,Hotel,Stay,Gangtok,MG Marg,2603 INR,4.3,Hotel in Gangtok with great experience
276,Hill Stay Inn 560,Hotel,Stay,Darjeeling,Tea Garden,6587 INR,3.6,Hotel in Darjeeling with great experience
277,Winter Hub 556,Clothing Store,Shopping,Gangtok,MG Marg,,4.5,Clothing Store in Gangtok with great experience
278,Hilltop Cafe 846,Cafe,Food,Kurseong,Tea Garden,818 INR,3.3,Cafe in Kurseong with great experience
279,Toy Train Ride 854,Activity,Experience,Darjeeling,Hill View,,4.6,Activity in Darjeeling with great experience
280,Boating 639,Activity,Experience,Mirik,Mall Road,,3.8,Activity in Mirik with great experience
281,Pahari Homestay 337,Homestay,Stay,Mirik,Tea Garden,5615 INR,3.9,Homestay in Mirik with great experience
282,Mountain Nest 334,Homestay,Stay,Gangtok,MG Marg,2870 INR,3.8,Homestay in Gangtok with great experience
283,Toy Train Ride 182,Activity,Experience,Darjeeling,Hill View,,3.6,Activity in Darjeeling with great experience
284,Taste of Hills 144,Restaurant,Food,Darjeeling,Forest Area,357 INR,4.4,Restaurant in Darjeeling with great experience
285,Trekking 249,Activity,Experience,Gangtok,MG Marg,,3.2,Activity in Gangtok with great experience
286,View Point 223,Attraction,Experience,Darjeeling,Mall Road,,4.1,Attraction in Darjeeling with great experience
287,View Point 382,Attraction,Experience,Dooars,Forest Area,,4.8,Attraction in Dooars with great experience
288,Hotel Green View 401,Hotel,Stay,Mirik,City Center,4836 INR,4.8,Hotel in Mirik with great experience
289,Valley View Stay 690,Homestay,Stay,Gangtok,Hill View,7630 INR,3.9,Homestay in Gangtok with great experience
290,Cafe Aroma 441,Cafe,Food,Gangtok,MG Marg,509 INR,3.7,Cafe in Gangtok with great experience
291,Himalayan Dine 132,Restaurant,Food,Kalimpong,Mall Road,814 INR,4.3,Restaurant in Kalimpong with great experience
292,Forest Resort 67,Resort,Stay,Darjeeling,Tea Garden,1910 INR,4.6,Resort in Darjeeling with great experience
293,Himalayan Wear 377,Clothing Store,Shopping,Gangtok,MG Marg,,5.0,Clothing Store in Gangtok with great experience
294,Cafe Aroma 95,Cafe,Food,Gangtok,Mall Road,350 INR,5.0,Cafe in Gangtok with great experience
295,Peak Residency 627,Hotel,Stay,Kalimpong,Mall Road,4452 INR,4.7,Hotel in Kalimpong with great experience
296,Winter Hub 49,Clothing Store,Shopping,Lava,City Center,,3.9,Clothing Store in Lava with great experience
297,Hotel Green View 525,Hotel,Stay,Dooars,Forest Area,4277 INR,3.0,Hotel in Dooars with great experience
298,Sunrise Coffee 339,Cafe,Food,Gangtok,Hill View,964 INR,3.8,Cafe in Gangtok with great experience
299,Hill Stay Inn 952,Hotel,Stay,Mirik,Tea Garden,3392 INR,3.2,Hotel in Mirik with great experience
300,Food Valley 984,Restaurant,Food,Gangtok,MG Marg,587 INR,4.5,Restaurant in Gangtok with great experience
301,Peak Residency 84,Hotel,Stay,Lava,Forest Area,7900 INR,4.5,Hotel in Lava with great experience
302,Toy Train Ride 208,Activity,Experience,Darjeeling,City Center,,4.2,Activity in Darjeeling with great experience
303,Sunrise Coffee 852,Cafe,Food,Mirik,City Center,486 INR,4.8,Cafe in Mirik with great experience
304,Luxury Hills Resort 88,Resort,Stay,Kurseong,Hill View,6055 INR,3.3,Resort in Kurseong with great experience
305,Monastery 73,Attraction,Experience,Kalimpong,Hill View,,3.2,Attraction in Kalimpong with great experience
306,Tea Garden Resort 205,Resort,Stay,Kalimpong,Forest Area,5998 INR,3.6,Resort in Kalimpong with great experience
307,Food Valley 657,Restaurant,Food,Kalimpong,City Center,890 INR,4.1,Restaurant in Kalimpong with great experience
308,Hill Stay Inn 43,Hotel,Stay,Kurseong,City Center,4378 INR,3.1,Hotel in Kurseong with great experience
309,Winter Hub 126,Clothing Store,Shopping,Mirik,Hill View,,3.2,Clothing Store in Mirik with great experience
310,Safari 599,Activity,Experience,Dooars,Forest Area,,3.3,Activity in Dooars with great experience
311,View Point 350,Attraction,Experience,Darjeeling,Hill View,,4.5,Attraction in Darjeeling with great experience
312,Cafe Aroma 950,Cafe,Food,Gangtok,MG Marg,341 INR,3.7,Cafe in Gangtok with great experience
313,Mountain Brew 901,Cafe,Food,Darjeeling,City Center,872 INR,4.0,Cafe in Darjeeling with great experience
314,Skyline Hotel 672,Hotel,Stay,Gangtok,MG Marg,4272 INR,3.6,Hotel in Gangtok with great experience
315,Himalayan Wear 610,Clothing Store,Shopping,Darjeeling,Tea Garden,,4.4,Clothing Store in Darjeeling with great experience
316,Toy Train Ride 267,Activity,Experience,Darjeeling,Hill View,,4.8,Activity in Darjeeling with great experience
317,Winter Hub 687,Clothing Store,Shopping,Darjeeling,City Center,,4.4,Clothing Store in Darjeeling with great experience
318,Lake 732,Attraction,Experience,Darjeeling,City Center,,4.4,Attraction in Darjeeling with great experience
319,Hotel Green View 794,Hotel,Stay,Darjeeling,City Center,2951 INR,3.7,Hotel in Darjeeling with great experience
320,Hill Stay Inn 508,Hotel,Stay,Darjeeling,Tea Garden,4343 INR,3.7,Hotel in Darjeeling with great experience
321,Hill Stay Inn 154,Hotel,Stay,Gangtok,MG Marg,3881 INR,3.9,Hotel in Gangtok with great experience
322,Forest Resort 182,Resort,Stay,Gangtok,MG Marg,6098 INR,3.9,Resort in Gangtok with great experience
323,Hilltop Cafe 176,Cafe,Food,Darjeeling,Tea Garden,264 INR,4.0,Cafe in Darjeeling with great experience
324,Pahari Homestay 28,Homestay,Stay,Dooars,Forest Area,3219 INR,3.2,Homestay in Dooars with great experience
325,Mountain Style 148,Clothing Store,Shopping,Dooars,Forest Area,,4.9,Clothing Store in Dooars with great experience
326,Luxury Hills Resort 656,Resort,Stay,Gangtok,MG Marg,1038 INR,3.4,Resort in Gangtok with great experience
327,Sunrise Coffee 305,Cafe,Food,Gangtok,MG Marg,557 INR,4.4,Cafe in Gangtok with great experience
328,Hotel Green View 783,Hotel,Stay,Kalimpong,City Center,5286 INR,4.5,Hotel in Kalimpong with great experience
329,Himalayan Dine 456,Restaurant,Food,Gangtok,City Center,257 INR,4.7,Restaurant in Gangtok with great experience
330,Waterfall 719,Attraction,Experience,Mirik,Tea Garden,,4.0,Attraction in Mirik with great experience
331,Safari 24,Activity,Experience,Dooars,City Center,,3.3,Activity in Dooars with great experience
332,Hotel Green View 985,Hotel,Stay,Kalimpong,Mall Road,5464 INR,3.7,Hotel in Kalimpong with great experience
333,Valley View Stay 258,Homestay,Stay,Gangtok,MG Marg,3504 INR,3.1,Homestay in Gangtok with great experience
334,Himalayan Dine 89,Restaurant,Food,Kurseong,City Center,517 INR,3.8,Restaurant in Kurseong with great experience
335,Mountain Style 571,Clothing Store,Shopping,Mirik,Hill View,,4.3,Clothing Store in Mirik with great experience
336,Valley View Stay 870,Homestay,Stay,Kurseong,Forest Area,7789 INR,3.2,Homestay in Kurseong with great experience
337,Valley View Stay 427,Homestay,Stay,Darjeeling,Hill View,3513 INR,3.3,Homestay in Darjeeling with great experience
338,Hotel Green View 13,Hotel,Stay,Lava,Hill View,7216 INR,4.1,Hotel in Lava with great experience
339,Mountain Nest 810,Homestay,Stay,Kurseong,Hill View,3117 INR,4.1,Homestay in Kurseong with great experience
340,Skyline Hotel 408,Hotel,Stay,Gangtok,MG Marg,1440 INR,3.5,Hotel in Gangtok with great experience
341,Mountain Style 993,Clothing Store,Shopping,Kalimpong,Forest Area,,4.1,Clothing Store in Kalimpong with great experience
342,Valley View Stay 661,Homestay,Stay,Mirik,City Center,2502 INR,4.0,Homestay in Mirik with great experience
343,Himalayan Dine 329,Restaurant,Food,Darjeeling,Mall Road,624 INR,3.6,Restaurant in Darjeeling with great experience
344,Hilltop Cafe 864,Cafe,Food,Darjeeling,Tea Garden,826 INR,3.8,Cafe in Darjeeling with great experience
345,Pahari Homestay 70,Homestay,Stay,Gangtok,MG Marg,4111 INR,4.1,Homestay in Gangtok with great experience
346,Spice Route 433,Restaurant,Food,Darjeeling,Hill View,549 INR,4.5,Restaurant in Darjeeling with great experience
347,Mountain Style 96,Clothing Store,Shopping,Gangtok,MG Marg,,3.0,Clothing Store in Gangtok with great experience
348,Waterfall 877,Attraction,Experience,Mirik,City Center,,4.9,Attraction in Mirik with great experience
349,Luxury Hills Resort 770,Resort,Stay,Kalimpong,City Center,1884 INR,4.5,Resort in Kalimpong with great experience
350,View Point 621,Attraction,Experience,Kurseong,City Center,,4.7,Attraction in Kurseong with great experience
351,View Point 537,Attraction,Experience,Gangtok,MG Marg,,4.7,Attraction in Gangtok with great experience
352,Monastery 652,Attraction,Experience,Gangtok,MG Marg,,3.1,Attraction in Gangtok with great experience
353,Food Valley 683,Restaurant,Food,Lava,Hill View,283 INR,4.6,Restaurant in Lava with great experience
354,Forest Resort 976,Resort,Stay,Darjeeling,City Center,2169 INR,3.3,Resort in Darjeeling with great experience
355,Valley View Stay 684,Homestay,Stay,Lava,Forest Area,4730 INR,4.8,Homestay in Lava with great experience
356,Lake 736,Attraction,Experience,Darjeeling,Mall Road,,3.4,Attraction in Darjeeling with great experience
357,Waterfall 632,Attraction,Experience,Darjeeling,Forest Area,,4.9,Attraction in Darjeeling with great experience
358,Peak Residency 801,Hotel,Stay,Darjeeling,Tea Garden,1087 INR,3.1,Hotel in Darjeeling with great experience
359,Spice Route 846,Restaurant,Food,Darjeeling,Tea Garden,115 INR,4.3,Restaurant in Darjeeling with great experience
360,Taste of Hills 511,Restaurant,Food,Kalimpong,City Center,603 INR,4.0,Restaurant in Kalimpong with great experience
361,Himalayan Wear 149,Clothing Store,Shopping,Darjeeling,Hill View,,4.4,Clothing Store in Darjeeling with great experience
362,Winter Hub 665,Clothing Store,Shopping,Kalimpong,Forest Area,,3.9,Clothing Store in Kalimpong with great experience
363,Cloud9 Cafe 349,Cafe,Food,Darjeeling,Mall Road,481 INR,4.6,Cafe in Darjeeling with great experience
364,Hill Stay Inn 53,Hotel,Stay,Darjeeling,Forest Area,942 INR,3.2,Hotel in Darjeeling with great experience
365,Skyline Hotel 960,Hotel,Stay,Kalimpong,Forest Area,6529 INR,3.1,Hotel in Kalimpong with great experience
366,Monastery 52,Attraction,Experience,Darjeeling,Mall Road,,3.7,Attraction in Darjeeling with great experience
367,Food Valley 785,Restaurant,Food,Gangtok,Hill View,779 INR,4.9,Restaurant in Gangtok with great experience
368,Mountain Style 819,Clothing Store,Shopping,Gangtok,MG Marg,,4.5,Clothing Store in Gangtok with great experience
369,Hilltop Cafe 708,Cafe,Food,Darjeeling,Tea Garden,775 INR,4.4,Cafe in Darjeeling with great experience
370,Winter Hub 147,Clothing Store,Shopping,Gangtok,Mall Road,,3.7,Clothing Store in Gangtok with great experience
371,Safari 746,Activity,Experience,Dooars,Forest Area,,3.5,Activity in Dooars with great experience
372,Spice Route 701,Restaurant,Food,Dooars,Tea Garden,858 INR,3.3,Restaurant in Dooars with great experience
373,Monastery 245,Attraction,Experience,Dooars,Tea Garden,,3.7,Attraction in Dooars with great experience
374,Food Valley 514,Restaurant,Food,Lava,Forest Area,811 INR,3.8,Restaurant in Lava with great experience
375,Hill Stay Inn 597,Hotel,Stay,Darjeeling,Hill View,1679 INR,3.3,Hotel in Darjeeling with great experience
376,Spice Route 663,Restaurant,Food,Kurseong,Forest Area,977 INR,4.4,Restaurant in Kurseong with great experience
377,Forest Resort 152,Resort,Stay,Darjeeling,Hill View,2068 INR,4.4,Resort in Darjeeling with great experience
378,Mountain Style 13,Clothing Store,Shopping,Kurseong,City Center,,4.2,Clothing Store in Kurseong with great experience
379,Luxury Hills Resort 347,Resort,Stay,Lava,Forest Area,1303 INR,3.6,Resort in Lava with great experience
380,Spice Route 881,Restaurant,Food,Mirik,Hill View,919 INR,4.0,Restaurant in Mirik with great experience
381,Hilltop Cafe 421,Cafe,Food,Lava,City Center,479 INR,3.9,Cafe in Lava with great experience
382,Forest Resort 173,Resort,Stay,Darjeeling,Mall Road,2156 INR,3.9,Resort in Darjeeling with great experience
383,Forest Resort 767,Resort,Stay,Darjeeling,City Center,5219 INR,4.4,Resort in Darjeeling with great experience
384,Taste of Hills 359,Restaurant,Food,Darjeeling,Tea Garden,222 INR,4.8,Restaurant in Darjeeling with great experience
385,Winter Hub 391,Clothing Store,Shopping,Gangtok,City Center,,4.7,Clothing Store in Gangtok with great experience
386,Food Valley 507,Restaurant,Food,Darjeeling,Mall Road,412 INR,3.9,Restaurant in Darjeeling with great experience
387,Hotel Green View 70,Hotel,Stay,Darjeeling,Mall Road,5409 INR,3.7,Hotel in Darjeeling with great experience
388,Himalayan Wear 717,Clothing Store,Shopping,Kurseong,Forest Area,,4.7,Clothing Store in Kurseong with great experience
389,Mountain Nest 662,Homestay,Stay,Lava,City Center,7617 INR,3.3,Homestay in Lava with great experience
390,Mountain Style 172,Clothing Store,Shopping,Kalimpong,Forest Area,,3.3,Clothing Store in Kalimpong with great experience
391,Taste of Hills 589,Restaurant,Food,Kalimpong,City Center,715 INR,4.8,Restaurant in Kalimpong with great experience
392,Food Valley 83,Restaurant,Food,Gangtok,MG Marg,692 INR,4.4,Restaurant in Gangtok with great experience
393,Tea Garden Resort 912,Resort,Stay,Darjeeling,Mall Road,4899 INR,3.8,Resort in Darjeeling with great experience
394,Winter Hub 382,Clothing Store,Shopping,Darjeeling,Tea Garden,,4.3,Clothing Store in Darjeeling with great experience
395,Forest Resort 694,Resort,Stay,Gangtok,MG Marg,7256 INR,3.8,Resort in Gangtok with great experience
396,Trekking 534,Activity,Experience,Lava,Forest Area,,4.6,Activity in Lava with great experience
397,Mountain Style 637,Clothing Store,Shopping,Gangtok,MG Marg,,3.1,Clothing Store in Gangtok with great experience
398,Food Valley 857,Restaurant,Food,Darjeeling,Mall Road,199 INR,4.9,Restaurant in Darjeeling with great experience
399,Winter Hub 49,Clothing Store,Shopping,Gangtok,MG Marg,,4.9,Clothing Store in Gangtok with great experience
400,Taste of Hills 561,Restaurant,Food,Kurseong,City Center,858 INR,3.1,Restaurant in Kurseong with great experience
401,Cloud9 Cafe 572,Cafe,Food,Lava,Hill View,982 INR,3.2,Cafe in Lava with great experience
402,Hill Stay Inn 453,Hotel,Stay,Dooars,Forest Area,2660 INR,4.1,Hotel in Dooars with great experience
403,Waterfall 535,Attraction,Experience,Lava,Forest Area,,3.0,Attraction in Lava with great experience
404,Luxury Hills Resort 996,Resort,Stay,Dooars,Tea Garden,6871 INR,4.9,Resort in Dooars with great experience
405,Mountain Style 660,Clothing Store,Shopping,Darjeeling,Tea Garden,,4.2,Clothing Store in Darjeeling with great experience
406,Monastery 734,Attraction,Experience,Dooars,Tea Garden,,4.7,Attraction in Dooars with great experience
407,Winter Hub 621,Clothing Store,Shopping,Darjeeling,City Center,,3.7,Clothing Store in Darjeeling with great experience
408,Cafe Aroma 659,Cafe,Food,Dooars,City Center,600 INR,4.7,Cafe in Dooars with great experience
409,Skyline Hotel 835,Hotel,Stay,Kurseong,Tea Garden,1105 INR,4.5,Hotel in Kurseong with great experience
410,Mountain Nest 63,Homestay,Stay,Darjeeling,Hill View,4840 INR,3.2,Homestay in Darjeeling with great experience
411,Tea Garden Resort 207,Resort,Stay,Kurseong,Forest Area,2490 INR,4.5,Resort in Kurseong with great experience
412,Skyline Hotel 511,Hotel,Stay,Mirik,City Center,5838 INR,3.7,Hotel in Mirik with great experience
413,Valley View Stay 865,Homestay,Stay,Gangtok,MG Marg,6241 INR,4.3,Homestay in Gangtok with great experience
414,Cloud9 Cafe 288,Cafe,Food,Darjeeling,Mall Road,504 INR,4.3,Cafe in Darjeeling with great experience
